neighborhood_id,host_id
150946182,316200
977967666,3074414
977967666,3074414
150936037,8956137
150946182,8956137
150939846,3650951
150977876,1214247
150975261,8284327
0,9148911
150939846,8315334
977967666,3074414
150940157,4384828
977967666,8026420
977967666,3593244
150939846,8315334
0,9450725
150940157,5692720
150972830,3464851
150940157,681242
150946182,9533123
0,8501598
0,197690
0,197690
977967666,3074414
0,9671138
150975261,8660724
150959549,3118422
150940157,15060417
150939846,1121532
2374422052,9890727
150946182,2497928
0,2066223
0,1730412
150975261,9975709
2374422052,2781551
977967666,3074414
150939846,8315334
150959549,12086787
0,10014839
150939846,1121532
150940157,2231298
2374422052,10235544
150970845,15566972
0,5525120
150940157,4152568
0,10392662
0,10437300
150970845,5014920
977967666,3074414
0,1865986
2404270129,9187497
150975261,8284327
2374422052,10771753
0,6680836
977967666,3074414
6152786240,10977007
150946182,12171359
977967666,3074414
0,6668610
2404270129,13697241
0,30559
977967666,3074414
150975261,11206862
150946182,16708587
977967666,3074414
150940157,11580391
0,16727906
0,11737076
231658837,14138534
150972830,225830
977967666,3074414
0,1123549
2404270129,16255476
150940157,8403307
150977876,10219841
150939846,5112492
150940157,12483454
2404270129,16587333
0,12509177
2404270129,17342935
2374422052,7730805
150939846,12575330
150959549,2824920
150970845,1801138
0,6668610
150940157,5635244
0,12657870
0,3152296
150975261,301273531
0,17834927
150970845,12913415
0,1809801
150970845,5570855
150946182,525710
2404270129,13786062
0,5507715
150959549,1859394
150959549,2536735
150951309,1452570
2374422052,4485958
150940157,19207515
150940157,1375021
2374422052,13386991
977967666,3074414
0,1123549
0,197690
0,832888
150970845,13364937
0,19292422
0,13266307
150940157,18232665
150970845,33360
150975261,19346435
150939846,13669439
150970845,33360
150940157,2231298
0,19660469
150946182,106972
150940157,19756727
2404270129,13786062
0,13786376
150940157,19928221
0,10392662
150959549,6985440
0,20184201
0,13959773
2404270129,20220925
0,601600
150940157,1611939
0,14107195
150939846,8642533
2374422052,6576807
0,7307064
150977876,14372052
2404270129,8616799
0,20873639
0,10061445
2374422052,3381463
150970845,8607308
0,10061445
2374422052,2325108
977967666,3074414
150970845,6584748
150946182,13786062
150939846,13240442
0,14012754
0,6533205
150946182,14926558
150939846,19294641
977967666,3074414
2404270129,14015217
2404270129,9058822
977967666,3074414
977967666,3074414
2374422052,19193158
0,20219463
150946182,1628476
0,11600938
0,21816248
2374422052,22737225
150959549,4199445
150939846,1379358
0,21687926
150946182,5707983
150940157,2231298
150940157,1030035
150946182,919364
977967666,3074414
2374422052,17571737
0,2824268
0,22218808
2374422052,19039209
977967666,2051621
2404270129,9058822
150970845,23169254
2404270129,23049722
150972830,9033582
150970845,4634468
150939846,17467433
977967666,3074414
0,22840181
150939846,31032387
0,22086361
0,23591558
150970845,12092874
0,19598332
150959549,4193
150946182,23755821
2374422052,13042181
150936037,23878721
150940157,2334189
0,7488822
150940157,23916634
6152786240,32005391
0,23972943
2404270129,4160438
0,24087447
0,7556974
0,32169894
150970845,1304769
150939846,9555983
0,2318574
0,17469341
150940157,32426630
150946182,16255476
150959549,10283735
2404270129,32099252
150939846,1121532
150939846,5112492
0,7441000
0,32552913
0,32932119
2404270129,24526173
150939846,33124681
2374422052,6047879
0,4540222
150975261,7740890
150940157,19992117
2374422052,8280295
0,23468824
2374422052,10199216
0,6120181
0,32377507
150970845,20521336
0,2593671
2374422052,6807326
2374422052,149902
0,4540636
150938688,25547379
150946182,25636571
0,5040298
150938688,17740302
0,25746073
0,30049045
0,534305
150939846,34779932
2404270129,25971312
0,20765151
2404270129,25971312
150946182,26032511
0,34859303
150946182,10194168
150936037,34953514
150939846,5112492
2374422052,15502197
150970845,35001718
150939846,9555983
150939846,24916371
0,26475960
150970845,3078136
977967666,3074414
2374422052,26766503
150959549,19862778
2374422052,27128557
150936037,33515006
2374422052,27128557
150977876,27054652
150939846,35492206
150970845,35566596
2374422052,1870462
150972830,27663401
0,8414513
0,3074414
150938688,3969704
2404270129,6746292
0,707754
150946182,27322459
150940157,25274592
2374422052,35909495
150970845,5464287
150939846,8642533
150939846,27919460
150970845,36373396
2404270129,4411144
977967666,3074414
2374422052,2781551
2404270129,26232234
2404270129,13877700
6152786240,5976835
0,9746094
0,30049045
150940157,28375755
2404270129,18947211
150939846,13669439
150939846,828164
6152786240,10936741
0,28653007
0,19660299
2374422052,26630462
2374422052,37101658
0,6587854
150939846,37151043
0,2696775
150946182,7376011
150970845,33360
2404270129,37283489
150946182,22372266
150970845,37349992
977967666,37461306
150959549,4610250
0,20184201
150946182,5072241
150938688,37795322
150975261,25243138
0,30550537
0,37801519
977967666,3074414
2404270129,29824474
2404270129,17225510
150940157,53050
2374422052,37373833
150939846,13240442
0,3074414
150939846,38090170
150977876,37584695
150970845,34656171
6152786240,38153873
2374422052,38271728
0,335170207
150977876,4716190
150940157,29449549
0,38407350
150975261,36633617
150959549,13621927
150970845,26017435
2374422052,38474213
150959549,32134569
150970845,38502645
150936037,38034415
0,38514732
977967666,3074414
150970845,5570855
150972830,44186779
150959549,38697694
2404270129,32522941
2404270129,3464503
0,7274409
0,44340751
2374422052,386924759
150938688,13869873
0,2144954
150970845,16063650
150940157,1212520
0,38514732
0,42640004
150946182,39243231
150946182,3502513
150939846,12951431
150940157,1212520
0,9602191
2374422052,26736911
150972830,39456755
0,41402752
150940157,38370991
150970845,93917349
150959549,1183674
231658837,316200
2404270129,13200167
2374422052,39871730
0,3074414
0,18017462
2404270129,45680524
150975261,2777369
231658837,39401590
150959549,10553813
150970845,3265476
150972830,13424313
0,40122496
150940157,18687921
977967666,8026420
150972830,46428878
2374422052,13960065
150939846,46566046
150970845,3286649
150936037,5011779
150946182,36057637
0,44101586
150939846,986445
150946182,3022709
150936037,40398665
150975261,47064683
231658837,9060841
150975261,301107
0,398005
0,724729
0,32377507
150975261,301107
2404270129,2594393
0,26475960
150975261,41056418
150940157,21149225
0,34665595
0,32932119
0,335170207
150946182,956883
977967666,3074414
0,30988044
150939846,41193990
150939846,10558142
0,47929873
150939846,41487915
150938688,469819
150940157,1645336
0,48002378
0,10809703
0,11853720
2374422052,48299575
150970845,4181260
150936037,39703249
6152786240,10397663
150951309,7905102
150940157,48604323
150959549,41775435
150946182,1039322
150959549,41775435
0,41846073
2374422052,11656980
150977876,45329766
150939846,1393266
2374422052,48441443
150959549,41775435
2404270129,42157539
150940157,6407320
2374422052,23093151
150972830,20435133
150936037,42393640
2374422052,49292151
150946182,11039803
0,4071088
150939846,9840816
150939846,9840816
0,23972943
150940157,26498368
150972830,42777993
0,23972943
977967666,8802134
150977876,9832490
0,44101586
150975261,27329128
0,2911360
150970845,43225269
150959549,34238325
150939846,47638002
150936037,43281593
150970845,6097333
977967666,3074414
2374422052,1551432
150970845,50554731
150936037,22680126
2374422052,1249440
0,15178583
0,50586425
150939846,340192
150959549,50596206
0,35563669
0,24485668
0,50862682
2404270129,3236051
0,50943410
2374422052,15438773
2374422052,3740695
0,38387186
150936037,51601030
2404270129,40753107
2374422052,22829514
150959549,51002035
0,52869748
0,8481644
2404270129,4874276
150970845,43798906
150939846,32689598
150938688,53169216
150959549,2316284
150970845,32631462
150959549,53222841
150972830,4221474
0,805729
150970845,42243933
0,37091369
2374422052,8137728
150936037,33610698
0,36141279
0,53892581
2374422052,1942286
0,12677600
2374422052,54410852
150975261,54494966
2404270129,54518454
150970845,30365082
150946182,39395381
0,6067870
2404270129,55154753
150970845,41431186
2374422052,55450249
150946182,28339583
0,68186108
150975261,22764472
150940157,24786046
0,68385710
150977876,42619492
150939846,16718874
2374422052,48441443
150939846,24363136
150940157,53624504
150939846,10013531
2374422052,68858041
0,30388246
2374422052,29517730
150946182,49819362
150959549,61853491
0,56911340
150938688,17982106
2404270129,10981379
2374422052,21021151
0,63674214
977967666,57465462
0,31404048
0,7940078
2374422052,4754874
150975261,10320128
0,69864273
150959549,20472799
977967666,57465462
2374422052,5312600
150940157,19984963
150972830,58929617
150936037,70204462
150939846,10013531
150940157,70364055
2404270129,10981379
2404270129,13200167
231658837,316200
0,13345485
150940157,49894948
150972830,58929617
150939846,37151043
0,7697679
150939846,10013531
150970845,51863050
150972830,57569802
0,3074414
150977876,54669634
150951309,59816374
2404270129,4874276
150970845,33360
0,71235244
2404270129,65959768
0,6426308
977967666,2277537
150972830,40903607
2374422052,60543758
2374422052,48819046
150975261,60557253
150970845,5029583
150939846,37101658
2404270129,10981379
150972830,46428878
150970845,64483941
6152786240,61141478
150939846,32861554
150946182,47332984
0,14659774
150939846,10013531
150972830,65832379
150959549,5478198
6152786240,20293076
0,51040817
150940157,49741319
150970845,59914738
150936037,209571
150946182,1543665
150946182,5548832
977967666,28653007
150970845,62956167
977967666,28653007
2404270129,10981379
977967666,3074414
2404270129,45680524
150939846,762860
150970845,28824732
0,63674214
0,50862952
977967666,3074414
0,63674214
150959549,73272162
150939846,63157637
150939846,55993439
977967666,3074414
150946182,57285609
150938688,73038446
2404270129,55818779
0,241762
0,25968742
0,12428846
2374422052,13960065
150946182,28878401
150939846,10013531
150946182,15454102
150946182,15942582
150959549,65530409
0,74533120
150959549,65653719
977967666,3074414
150936037,40128399
150939846,65759888
150972830,65832379
2404270129,1700743
2404270129,25971312
0,3752499
2404270129,11164643
0,14012754
2374422052,658155
0,66111007
2374422052,48441443
150970845,32631462
150959549,76151472
0,4792476
0,2438665
150970845,66755146
150946182,31354928
0,66909032
2374422052,658155
2374422052,658155
2374422052,658155
0,3394576
6152786240,77362533
150946182,106972
0,25373047
150959549,12420261
977967666,3074414
2404270129,24526173
150938688,67398398
0,14012754
150975261,78286472
0,119547328
150940157,15381977
0,13786062
2374422052,87816533
231658837,316200
0,26475960
0,33139872
0,282364
0,91586609
0,2696775
977967666,53650144
150959549,21922223
2404270129,1838818
2374422052,5325813
0,32734364
0,53650144
150946182,11246556
977967666,3074414
150936037,92376697
150959549,13621927
150959549,12420261
0,17935405
150939846,89929099
0,4052132
0,17935405
0,6680836
150940157,57960995
2404270129,54518454
0,9605780
150940157,2834838
2404270129,15502197
150936037,80917114
2404270129,54518454
0,17576448
150975261,28763024
150970845,25736673
0,7940078
150940157,71140572
0,2777054
150946182,5644416
977967666,3074414
231658837,55486846
150975261,11280258
150939846,80553994
150939846,150488044
0,3655509
150959549,81340762
150972830,71374903
150977876,54669634
2374422052,37224930
0,14489132
150939846,88232958
150970845,48499062
150939846,7076008
150940157,55061165
150940157,14765995
2404270129,7390401
0,17269911
2374422052,76993344
0,63674214
0,36436545
0,2754788
150970845,78134139
0,14012754
150959549,50596206
2374422052,9359786
0,4791197
150939846,75505193
150939846,75505193
0,7940078
0,39233972
150959549,81340762
150946182,85720083
150936037,43281593
977967666,3074414
150946182,24988433
150939846,60805143
2404270129,18947211
6152786240,86165300
0,23549241
150970845,84774732
150939846,11398060
977967666,3074414
150938688,72207110
6152786240,24228450
977967666,3074414
2374422052,89042696
150939846,70667886
150959549,74727763
2374422052,89175627
150939846,1227807
150946182,88020855
0,5797957
2404270129,25971312
150946182,90344123
150946182,91879440
6152786240,86916137
2374422052,6807326
2404270129,40243315
0,32012113
150975261,78286472
150939846,162159097
150959549,14416668
150970845,17581212
150939846,1548003
150939846,1548003
150939846,1548003
150939846,1548003
0,41044
150936037,1806062
2404270129,96339756
2374422052,35161537
0,4286083
150972830,44186779
0,21525999
150977876,33244493
150939846,4244686
2374422052,34128435
0,80750480
0,104193136
0,2777054
150938688,97324046
0,75107528
150939846,88569866
2404270129,986445
150946182,97413943
977967666,25203301
0,44468800
0,44468800
150977876,54669634
0,18497963
0,18497963
150977876,106661821
150959549,10021172
150940157,2033580
150970845,43428773
2374422052,89042696
0,107076441
2404270129,30832
150975261,4508551
0,50246148
0,107500706
150946182,97413943
0,107551754
150977876,54669634
2374422052,89042696
2404270129,54518454
150975261,22745115
6152786240,29995399
0,85152563
150946182,34002693
150946182,97413943
0,108156605
150970845,9974499
0,63674214
150946182,91766001
150939846,35161537
150940157,108576473
0,107500706
150959549,2172953
0,40122496
150946182,109269285
977967666,109483997
150975261,1318247
0,95570325
150940157,83564971
150946182,4375327
2404270129,1632640
0,99402000
150946182,49819362
150975261,453540
150939846,28739796
2404270129,80333752
977967666,99528063
150975261,7008342
2404270129,100126629
2404270129,41285599
150970845,23130430
977967666,22084837
0,110895565
231658837,52009006
150940157,100819815
150939846,98462282
2404270129,10534771
2404270129,108482930
150936037,799089
2374422052,11297697
0,33771988
150970845,22903020
0,111772553
0,111860199
150959549,93010837
2374422052,5523365
0,49728425
2404270129,71872719
2404270129,1838818
150970845,41381863
0,100235648
0,22816006
2404270129,112624618
2404270129,71500140
2374422052,113093162
150939846,50608719
0,2911360
150939846,14239076
150939846,38021932
150939846,9840816
150946182,40706640
150970845,9740329
150975261,78286472
150946182,15454102
150946182,52724121
150946182,103598424
150959549,38194322
150940157,57785965
0,50586425
150970845,3805377
150936037,103858623
150940157,88059422
150975261,453540
2404270129,9058822
2374422052,943212
150946182,453540
2404270129,65959768
150946182,27833938
150938688,58273695
0,6137030
977967666,53650144
0,17269911
150940157,57960995
2374422052,115580577
0,48713885
2404270129,1979300
150959549,115592523
0,3962006
150946182,8355603
150975261,115838490
150972830,118738966
0,6137030
150975261,658155
150970845,113731151
150970845,115961154
0,22816006
0,17834927
150972830,111066204
150940157,13068968
150972830,111066204
150936037,17257250
0,117593676
2404270129,66517414
0,10087675
150946182,13379818
150946182,37265715
2404270129,5468952
0,127598952
150946182,18342756
150940157,6703128
977967666,3074414
2404270129,52272417
0,81881929
150939846,72574170
150972830,31747288
150946182,9349809
0,76581967
150938688,1571032
150946182,108053175
150946182,108053175
0,116124281
977967666,3074414
2404270129,23709757
150936037,117993648
150972830,21973544
150946182,6746292
0,41118081
150959549,121279612
150959549,16958396
2374422052,28420265
0,105081920
2374422052,119259363
0,84891625
150975261,17162606
150939846,9390028
150939846,802398
150972830,105567017
150939846,39834464
150939846,802398
150936037,95016161
2404270129,4874276
2404270129,14062900
0,104193136
150940157,3557909
2374422052,1420604
150939846,112624618
0,3074414
0,3074414
0,66909032
0,120264713
150940157,44096989
150946182,39075448
150970845,78134139
2404270129,1838818
2374422052,14062900
2374422052,14062900
977967666,53552204
2404270129,4874276
0,1504972
0,66909032
0,66909032
0,17269911
0,17269911
2374422052,7244540
150938688,123656742
0,130677755
150972830,4037804
2374422052,14062900
0,130936311
150959549,13103462
150970845,130945609
150970845,16063650
150972830,10491318
150970845,39755506
150939846,124853735
0,17269911
0,347674
2404270129,23165254
2404270129,23165254
0,2013576
0,32138006
2404270129,131674050
2374422052,29517730
150939846,34298557
0,54660
0,44468800
150972830,4037804
0,918867
150939846,16151000
0,46561545
150946182,3159130
150940157,2309350
6152786240,2715434
150951309,49819362
2374422052,29517730
2404270129,31604886
2374422052,29003959
150938688,26815448
150959549,6985440
150975261,1318247
150939846,3653501
150938688,126116834
150946182,47332984
0,133015453
150946182,126678159
150959549,4137246
0,13833
0,29664875
150938688,107834755
2374422052,59490761
0,20045693
2374422052,15502197
150946182,10534771
150975261,453540
150977876,116763780
0,20130582
150970845,5101107
977967666,3074414
0,15732960
150939846,8117628
150940157,135299109
0,1702858
150940157,1212520
150940157,6495905
0,127286309
977967666,3074414
150975261,135690660
2374422052,135583295
150959549,52542927
150938688,5167419
0,140421
150940157,22121954
0,85076667
150970845,137414994
0,85076667
0,27066609
150972830,18973577
150946182,41947998
2374422052,81206141
0,33776918
0,75924772
150946182,27322459
150970845,4244769
150975261,116740214
150970845,137414994
2374422052,6171087
150975261,903177
2374422052,12194562
0,44113701
0,55046216
0,7074357
150975261,28420265
150959549,2703575
150946182,52640557
2404270129,4874276
150936037,65237421
0,160477510
150972830,135304150
0,108270305
2374422052,138214686
150959549,336506
0,145005066
150970845,101285257
150939846,22027933
150946182,3725854
150946182,8677106
150972830,111066204
150972830,111066204
150972830,111066204
150959549,141688566
977967666,3074414
6152786240,145335954
2374422052,2003104
0,47595129
150959549,141688566
150959549,145720154
150959549,145720154
150959549,141688566
977967666,3074414
150946182,10704748
150959549,145720154
150970845,62797356
0,64476965
0,23904049
150972830,111066204
0,138924514
0,138924514
2404270129,138924514
2404270129,138924514
2404270129,138924514
2404270129,138924514
2404270129,138924514
0,138924514
2404270129,138924514
2404270129,138924514
2404270129,138924514
2404270129,138924514
2404270129,138924514
2404270129,138924514
150940157,138924514
150970845,138924514
2404270129,138924514
150959549,141688566
2404270129,117677707
150936037,137379895
150940157,4957019
0,23094965
150970845,3286649
150940157,2080018
0,2013576
150946182,20180013
150972830,146531416
150940157,53466225
2374422052,10235544
0,146699128
150946182,6992010
150970845,104055570
6152786240,273140960
150970845,12938596
0,21290502
0,141058204
150939846,76257497
150940157,35246779
2374422052,9621755
150975261,147540791
150946182,11383663
150959549,18688599
150970845,2488409
2404270129,86157147
977967666,57465462
150959549,147540791
977967666,3074414
0,142248716
0,14107195
0,40881069
150940157,2033580
150940157,85076667
150936037,21657484
231658837,142337722
150938688,72507096
231658837,4335914
150946182,5819249
150946182,5819249
150959549,12367586
0,385021064
150959549,2470970
0,51517056
150977876,13701143
150977876,6199233
0,142928226
2404270129,340192
150946182,144703346
0,56662173
150977876,13701143
150946182,31354928
0,2504722
0,143424133
150946182,6746292
0,11164643
0,149182566
2404270129,57590612
150939846,126687649
150970845,149435895
150970845,751008
0,149256684
150977876,38412338
150970845,18250886
150959549,22588057
0,8636983
150970845,28474312
0,153268056
150959549,3600414
150970845,14557091
150975261,34478345
0,17269911
150959549,16913534
0,6483877
0,2013576
150959549,65430246
977967666,140647135
150975261,97217149
150959549,24702474
150970845,154379764
150977876,149757297
150939846,31280
0,385021064
0,66372443
150959549,26679238
0,3105372
150940157,111981295
150946182,3792761
150939846,154874517
150939846,8642533
2404270129,1700743
150970845,101315084
0,2373575
150977876,54669634
150939846,1717589
150936037,43966654
6152786240,132729805
150946182,5308727
150946182,10406036
150959549,147540791
2404270129,54518454
2404270129,151988464
150938688,1204290
0,16580950
2404270129,54518454
0,113884226
2374422052,8402666
150939846,31280
2404270129,54518454
150970845,83196787
2374422052,2476907
0,2645609
150977876,45329766
2404270129,1838818
150939846,37151043
150959549,68052625
150940157,89025015
150977876,38118149
150977876,13701143
150970845,149435895
150940157,8733910
150946182,62648116
0,82858202
231658837,113311459
150938688,44095904
150977876,13701143
0,86391649
2404270129,145165834
150959549,49209595
150977876,1991383
150936037,84563935
150946182,45043494
2404270129,56784852
150946182,8916363
150972830,13110325
0,162400697
0,8711250
0,114858194
0,253059
150939846,111813201
150970845,162698280
150946182,57285609
2374422052,7874632
150970845,41164311
2404270129,72623544
150959549,73484597
150959549,73484597
150959549,73484597
150959549,73484597
150959549,73484597
150977876,68158352
150977876,74874305
150970845,7977439
150959549,824019
2404270129,10981379
2404270129,10981379
2374422052,672972
0,9018606
0,2754788
150959549,162930610
2404270129,86157147
150972830,362814236
150975261,160746432
0,107279528
0,26372793
0,114858194
150977876,39197760
2374422052,3521745
150970845,80383662
0,385021064
0,153566584
0,8269568
2404270129,12856022
2404270129,138924514
150959549,22588057
0,161760659
150970845,164507760
150975261,32553756
150975261,1276597
150939846,802398
150972830,362814236
0,121688409
6152786240,10161350
0,89000296
150940157,125247394
2374422052,3584275
977967666,109483997
150939846,55994209
0,160949668
150959549,784322
150940157,28420265
0,4843543
0,245266
2374422052,54812088
150939846,54812088
2374422052,54812088
2374422052,54812088
2374422052,54812088
2374422052,54812088
150939846,54812088
150970845,79720246
2374422052,54812088
2374422052,54812088
2374422052,54812088
2374422052,54812088
2374422052,54812088
2374422052,54812088
2374422052,54812088
150939846,54812088
150939846,54812088
2374422052,54812088
2374422052,54812088
150975261,36008609
150959549,32456479
0,19409902
150959549,109742467
150970845,14039232
0,66529538
2374422052,42532112
150959549,51002035
231658837,80780128
0,28166766
0,65238919
0,154093134
150940157,81130557
0,8186843
0,32377507
0,19403115
150977876,13167330
150975261,180568114
2404270129,86157147
0,19798992
150970845,180921019
2404270129,167581406
977967666,3074414
150970845,57758273
0,65158746
150959549,145825193
0,36531198
0,65158746
0,65158746
150940157,27373768
150975261,6555745
150959549,145720154
150959549,181352202
0,181718441
2374422052,819315
150975261,2445799
150959549,73484597
150959549,73484597
150959549,73484597
2374422052,18220871
150940157,4899074
2374422052,115520953
0,1463321
2374422052,3584275
150975261,49518342
150970845,68473905
150946182,182430196
2374422052,1183674
0,17935405
150946182,71978718
2374422052,169906511
0,50736702
2404270129,29342973
150975261,824019
0,170418406
150959549,123468144
977967666,3074414
150946182,183904081
150959549,51002035
2404270129,30832
0,13634020
150946182,184130624
2404270129,171175671
2404270129,86157147
0,69592020
0,171644120
2374422052,31929629
150946182,32058742
0,36829073
150936037,114862900
2404270129,19764040
150970845,4924129
150939846,107456887
150972830,22763255
150946182,6992010
150939846,36631556
150936037,7060991
150939846,25443995
150946182,173100599
150970845,3265476
2374422052,54812088
2404270129,16306173
2374422052,8571236
150946182,36594699
150970845,139928025
150940157,121688409
150946182,12556594
150940157,38931617
2404270129,2777549
0,253059
150940157,6918024
150970845,3561228
2374422052,173881474
0,170418406
150939846,174595902
150970845,32301036
150936037,7060991
150959549,6358879
150959549,1529273
150946182,31671769
150940157,23165254
150970845,18250886
150939846,174595902
0,20130582
150940157,9271026
0,142248716
2404270129,25061321
2374422052,5741615
150946182,78372476
150959549,16958396
150940157,2207157
2374422052,188164325
150940157,5042380
2374422052,6502788
231658837,175358193
150946182,36728465
150970845,30365082
2374422052,673091
977967666,3074414
0,31306292
231658837,188692979
0,175870728
150940157,1792450
150975261,639972
2404270129,75802638
150972830,207773925
150939846,95781196
2404270129,86157147
0,23940524
150972830,189649805
150946182,22816006
2404270129,56784852
150936037,5038407
0,31551468
150946182,183255783
2374422052,42532112
150936037,25273190
2374422052,10797296
150939846,49083043
977967666,3074414
150972830,1729690
150940157,18214279
0,197120628
150946182,145039691
150959549,22588057
150959549,22588057
150970845,197088162
150959549,179604920
0,122537749
150939846,168817864
150946182,114686154
2404270129,190880343
150940157,27958289
150946182,29816532
150939846,82970579
0,31873481
150936037,24429939
0,66108199
150959549,115592523
2374422052,75007954
2404270129,7261877
150975261,9129248
150977876,2929539
231658837,2380805
231658837,1979300
2404270129,158911379
2404270129,158097051
150959549,198699423
150975261,3166566
150946182,25181582
2374422052,42151996
150946182,25181582
150940157,1259552
150939846,198922750
150959549,5269812
2404270129,86157147
2374422052,54812088
150970845,33360
150946182,16708587
150975261,4963359
0,188406168
2374422052,192384957
150970845,29591906
0,192506392
2374422052,54812088
2374422052,54812088
2404270129,4730169
150946182,10686097
2374422052,5325813
2374422052,2517873
150977876,83669366
0,199763113
150970845,75191775
2374422052,198522296
231658837,192693420
0,87499342
150946182,86893100
150940157,17226758
2404270129,4874276
150977876,83669366
0,44101586
150939846,54812088
150939846,54812088
2374422052,99393157
0,16870907
977967666,3074414
0,41190810
2404270129,112624618
2404270129,4874276
2404270129,2617674
150977876,9605860
150946182,16255476
2374422052,138885843
150940157,138924514
2374422052,1543665
150970845,176236589
977967666,3074414
2404270129,200181630
150946182,71745609
150940157,85076667
2404270129,99537385
150940157,9041726
150970845,28420265
150970845,4942505
0,128131802
150977876,83669366
2404270129,4730169
2404270129,180545052
2374422052,83142626
977967666,42532894
150977876,38118149
150939846,43811
0,1929340
150940157,194607395
0,170418406
150939846,42726845
2404270129,4730169
0,190175335
150959549,185280607
2374422052,101271848
231658837,35019430
150975261,453540
150940157,107034992
2404270129,30304047
150936037,25273190
0,192506392
150959549,203303514
150939846,17060550
150959549,5486995
2404270129,203271786
150970845,11559230
150939846,54812088
0,111772553
150936037,35469421
0,111772553
150939846,541036
150959549,6358879
2374422052,10737624
150940157,17013860
0,25851366
150940157,123526690
2404270129,4730169
150970845,751008
2404270129,4730169
2404270129,190880343
150959549,4193
150970845,205002407
2374422052,205081928
0,20041587
2374422052,63739097
150936037,40398665
977967666,3074414
2374422052,11464597
150970845,207122936
0,203785194
2374422052,11464597
150939846,27375109
0,12364405
2404270129,100939883
0,21376171
6152786240,38110467
6152786240,197363501
0,82858202
150946182,206056391
150946182,65048930
150972830,51371268
2374422052,2881621
150938688,183354712
150938688,89681
150938688,183354712
150970845,109169927
2374422052,17250269
2404270129,4730169
150946182,13264825
2404270129,83331742
150970845,49112899
0,28766088
150938688,217216000
0,208594257
150977876,7260100
2374422052,208910211
150972830,111066204
150972830,111066204
150946182,13264825
150975261,218083172
150946182,200477568
977967666,15944284
2374422052,35964620
150970845,33360
0,218332673
150936037,115755479
2374422052,188164325
150939846,79354480
150946182,86893100
231658837,190507384
2374422052,11464597
2404270129,23165254
150977876,13701143
0,36531198
150936037,136416705
977967666,53552204
150977876,13701143
150977876,13701143
150977876,13701143
150977876,13701143
2404270129,138924514
2374422052,61874761
2374422052,210731176
977967666,180543579
2404270129,36960707
150939846,1838818
2404270129,86157147
2374422052,5293864
150939846,220459099
150939846,61586257
150939846,1838818
0,21175146
150975261,19510043
150940157,210794424
2374422052,209532998
150940157,31720881
2404270129,38382317
150972830,118738966
0,3034912
0,16425882
150977876,13701143
150977876,13701143
150970845,5259943
0,207918249
150936037,7704718
150946182,7717515
2374422052,51239878
0,621691
150940157,210983160
150970845,30365082
0,211908204
977967666,53552204
2404270129,16306173
0,13220175
150940157,70225734
150977876,203784993
2404270129,175731585
150946182,65048930
150936037,215121392
2404270129,34596895
150946182,446639
150939846,865961
0,118600611
150946182,212885663
150970845,16537927
150940157,21528698
150975261,82377119
150970845,42520514
0,7611538
150970845,32631462
2404270129,100605868
0,127739147
2404270129,4730169
150939846,42942539
150940157,1028057
150939846,100208194
150939846,3738871
0,17169483
2404270129,86157147
150940157,224683101
150939846,50893
2404270129,63986971
150959549,145720154
150959549,74727763
2374422052,224724210
977967666,3074414
2374422052,224724210
0,13681407
150940157,24127926
150970845,216363005
