listing_id,host_id
1588941,5692720
1807936,3464851
1589681,681242
1820794,9533123
1593991,8501598
1594219,197690
1594313,197690
1603124,3074414
1851863,9671138
1629525,8660724
1900698,3118422
2950213,15060417
2970666,1121532
1905473,9890727
1909058,2497928
2976798,2066223
2989758,1730412
1925661,9975709
2995996,2781551
3022308,3074414
1928010,8315334
3022564,12086787
1935439,10014839
1976382,1121532
3053269,2231298
1983713,10235544
3061918,15566972
1984692,5525120
3121829,4152568
2026794,10392662
2033191,10437300
3124961,5014920
3158243,3074414
2037250,1865986
3173186,9187497
2069917,8284327
2112625,10771753
3254956,6680836
3263071,3074414
2150760,10977007
3269390,12171359
3273014,3074414
2187563,6668610
3273240,13697241
3303376,30559
3303857,3074414
2197168,11206862
3308979,16708587
2234730,3074414
2267862,11580391
3312406,16727906
2297917,11737076
3379116,14138534
2298775,225830
2358140,3074414
2391699,1123549
3385421,16255476
2396734,8403307
3405896,10219841
3426639,5112492
2441908,12483454
3441450,16587333
2446384,12509177
3441487,17342935
3463245,7730805
2459519,12575330
2471659,2824920
3505739,1801138
3505829,6668610
3510818,5635244
2474569,12657870
3535171,3152296
2486612,301273531
3543247,17834927
2522091,12913415
3594959,1809801
2536507,5570855
3652078,525710
3659621,13786062
2578855,5507715
3673011,1859394
2586350,2536735
2586642,1452570
2612399,4485958
3678718,19207515
3689119,1375021
2614238,13386991
3706719,3074414
2614387,1123549
2630912,197690
3739681,832888
2638086,13364937
3766055,19292422
2642359,13266307
3772674,18232665
2652941,33360
3773845,19346435
2670365,13669439
3818746,33360
2686374,2231298
3821822,19660469
2692126,106972
3835995,19756727
2693672,13786062
2693700,13786376
3861673,19928221
2710274,10392662
2721575,6985440
3898413,20184201
2727808,13959773
3906076,20220925
2731253,601600
3908378,1611939
2760312,14107195
3926008,8642533
3953611,6576807
3959460,7307064
2809796,14372052
3992155,8616799
4025954,20873639
4026757,10061445
2830174,3381463
4030640,8607308
4046863,10061445
4053972,2325108
2847177,3074414
4069543,6584748
2874608,13786062
2882641,13240442
4100009,14012754
4113197,6533205
2923529,14926558
4129218,19294641
2931922,3074414
2935486,14015217
4137114,9058822
4165554,3074414
2948548,3074414
4170863,19193158
4287974,20219463
4324917,1628476
4340838,11600938
4204939,21816248
4364624,22737225
4400811,4199445
4211081,1379358
4409731,21687926
4211629,5707983
4236723,2231298
4429898,1030035
4250367,919364
4270642,3074414
4432489,17571737
4276672,2824268
4279578,22218808
4286182,19039209
5989276,2051621
4439293,9058822
5991734,23169254
4440686,23049722
4464110,9033582
6002165,4634468
6020821,17467433
4484426,3074414
4521755,22840181
6032726,31032387
6053606,22086361
4550199,23591558
6079581,12092874
6087451,19598332
6117473,4193
4588514,23755821
6133354,13042181
4608208,23878721
6153532,2334189
6166307,7488822
4616634,23916634
6168975,32005391
4629020,23972943
6187841,4160438
4653552,24087447
6202214,7556974
6202985,32169894
4681687,1304769
6214517,9555983
6222790,2318574
4693488,17469341
6245498,32426630
6248083,16255476
4711069,10283735
6263270,32099252
6288101,1121532
4725935,5112492
4738971,7441000
6304139,32552913
6327662,32932119
4752817,24526173
6358529,33124681
4760472,6047879
6365330,4540222
4760968,7740890
4825472,19992117
6376139,8280295
4871348,23468824
6423488,10199216
4879013,6120181
6438518,32377507
4881141,20521336
6445769,2593671
6451305,6807326
4892357,149902
6490453,4540636
4956314,25547379
4973204,25636571
6492880,5040298
6603376,17740302
4993710,25746073
6621924,30049045
5022572,534305
6644760,34779932
5031285,25971312
6657574,20765151
5031383,25971312
5052459,26032511
6660186,34859303
5058086,10194168
6678058,34953514
5067177,5112492
5084451,15502197
6687395,35001718
5104918,9555983
6689259,24916371
5137315,26475960
6694276,3078136
6705584,3074414
5174876,26766503
6716874,19862778
5241773,27128557
6734621,33515006
5259194,27128557
5299060,27054652
6779893,35492206
6794702,35566596
5328449,1870462
5337848,27663401
6797786,8414513
5340242,3074414
6813623,3969704
5346780,6746292
6813846,707754
5362889,27322459
5364244,25274592
6852960,35909495
5372181,5464287
6908161,8642533
5386937,27919460
6937492,36373396
6973790,4411144
5407311,3074414
6991188,2781551
5422159,26232234
6993019,13877700
5424448,5976835
7008269,9746094
7010764,30049045
5470629,28375755
7035498,18947211
5470943,13669439
5492490,828164
7037522,10936741
5525073,28653007
7066118,19660299
5578943,26630462
7075948,37101658
5581705,6587854
7087957,37151043
5640722,2696775
7091397,7376011
5652705,33360
7116795,37283489
5680462,22372266
7131797,37349992
7153101,37461306
5682316,4610250
7178239,20184201
5686435,5072241
7219541,37795322
5832908,25243138
5882923,30550537
7221204,37801519
5883409,3074414
5900224,29824474
5918741,17225510
5919096,53050
7229015,37373833
5969069,13240442
5980730,3074414
7275464,38090170
7239217,37584695
7278583,34656171
7285916,38153873
7305969,38271728
7245581,335170207
7324041,4716190
7245701,29449549
7331079,38407350
7247518,36633617
7342445,13621927
7257457,26017435
7344117,38474213
7262142,32134569
7349029,38502645
7264708,38034415
7350456,38514732
7353834,3074414
8373832,5570855
8385444,44186779
7397715,38697694
8409750,32522941
8410028,3464503
7418814,7274409
8418650,44340751
8425013,386924759
7434103,13869873
7455832,2144954
7462250,16063650
8426827,1212520
7483750,38514732
8441477,42640004
7492877,39243231
8515408,3502513
7500191,12951431
8524349,1212520
8597297,9602191
7500976,26736911
7529124,39456755
8612922,41402752
8630702,38370991
7533537,93917349
7562331,1183674
7581631,316200
8637174,13200167
7602926,39871730
7604654,3074414
7619727,18017462
8701578,45680524
7636185,2777369
7638263,39401590
8734809,10553813
8780358,3265476
7638282,13424313
7646637,40122496
8866927,18687921
8869680,8026420
8870139,46428878
7660932,13960065
8902327,46566046
7665415,3286649
7676574,5011779
7678064,36057637
8924767,44101586
8941541,986445
8941768,3022709
7692281,40398665
9013441,47064683
7697340,9060841
7718139,301107
7745196,398005
9067268,724729
9068419,32377507
7748778,301107
7789438,2594393
9110560,26475960
7800238,41056418
9138923,21149225
9154294,34665595
9154462,32932119
9157232,335170207
9167786,956883
7810447,3074414
9174327,30988044
7823973,41193990
7843995,10558142
9217030,47929873
7871885,41487915
9233533,469819
7873789,1645336
9234966,48002378
7886645,10809703
9262389,11853720
9303743,48299575
7886656,4181260
7902005,39703249
9364302,10397663
7921065,7905102
9367465,48604323
7922013,41775435
9368342,1039322
7922663,41775435
7935437,41846073
9407255,11656980
9435521,45329766
7940358,1393266
9448215,48441443
7956337,41775435
7987854,42157539
9449437,6407320
9457328,23093151
7995944,20435133
8029177,42393640
9512909,49292151
9522082,11039803
8054902,4071088
9579441,9840816
9580021,9840816
8099917,23972943
9587410,26498368
8101042,42777993
8101791,23972943
8165389,8802134
9590835,9832490
9611409,44101586
8187592,27329128
9654152,2911360
8194782,43225269
8195348,34238325
9696950,47638002
8207987,43281593
9803484,6097333
9813185,3074414
8242212,1551432
9813684,50554731
8248970,22680126
9814002,1249440
8255615,15178583
9820818,50586425
8257837,340192
9823290,50596206
8290643,35563669
9883227,24485668
9887142,50862682
8292981,3236051
9907337,50943410
9909445,15438773
9974658,3740695
9995551,38387186
10054747,51601030
10125020,40753107
10252909,22829514
10263907,51002035
10280132,52869748
8306501,8481644
10292753,4874276
8307502,43798906
10295151,32689598
10332096,53169216
8326413,2316284
10332360,32631462
10341497,53222841
10344631,4221474
8352692,805729
10363748,42243933
10364350,37091369
10382585,8137728
12497002,33610698
10412792,36141279
10459203,53892581
10497998,1942286
12518952,12677600
10550119,54410852
10565147,54494966
10569919,54518454
10599859,30365082
12537842,39395381
10675363,6067870
10677610,55154753
12566321,41431186
10728468,55450249
10733212,28339583
12573882,68186108
10773688,22764472
10773776,24786046
12601662,68385710
10790541,42619492
12625278,16718874
10834487,48441443
12632193,24363136
10835493,53624504
12649999,10013531
12672933,68858041
10880656,30388246
12704096,29517730
10949926,49819362
12708859,61853491
10969868,56911340
12730043,17982106
12740637,10981379
11047227,21021151
12786096,63674214
11069945,57465462
12798217,31404048
12811781,7940078
11128182,4754874
11143024,10320128
12812601,69864273
11237991,20472799
12835141,57465462
12847258,5312600
11254431,19984963
11282097,58929617
12850858,70204462
11302585,10013531
12868418,70364055
12869052,10981379
12908346,13200167
12918045,316200
12929985,13345485
11304405,49894948
11308653,58929617
11335586,37151043
12931310,7697679
11356904,10013531
12933768,51863050
11392479,57569802
12934096,3074414
12934440,54669634
11398085,59816374
11433918,4874276
11462366,33360
12957936,71235244
12958490,65959768
12968264,6426308
11462832,2277537
12972434,40903607
11497199,60543758
12987793,48819046
11498207,60557253
12991648,5029583
11512414,37101658
12998479,10981379
13017780,46428878
13021356,64483941
11573287,61141478
13030215,32861554
11601374,47332984
13032264,14659774
11619498,10013531
13033238,65832379
11638111,5478198
13033576,20293076
11674535,51040817
13045179,49741319
11697817,59914738
13073909,209571
13081598,1543665
11743748,5548832
13082625,28653007
11819518,62956167
13083601,28653007
11845640,10981379
13085197,3074414
11890234,45680524
13101706,762860
11892077,28824732
11929388,63674214
13140719,50862952
11972509,3074414
13141142,63674214
13142498,73272162
12011079,63157637
13155310,55993439
13157632,3074414
12042411,57285609
13173803,73038446
13191810,55818779
12056343,241762
13192961,25968742
12069871,12428846
13224936,13960065
12170734,28878401
12185450,10013531
13226208,15454102
13240176,15942582
12191280,65530409
13251351,74533120
12208188,65653719
13252771,3074414
13273883,40128399
12224432,65759888
12233882,65832379
13313994,1700743
13318575,25971312
12246399,3752499
13331221,11164643
12249990,14012754
13332139,658155
12272813,66111007
12290286,48441443
13334770,32631462
13390576,76151472
12343805,4792476
13436253,2438665
12359179,66755146
13437692,31354928
12379796,66909032
13451352,658155
13451764,658155
13452009,658155
12423091,3394576
13494687,77362533
13532046,106972
13533117,25373047
12449616,12420261
13533362,3074414
13548374,24526173
12456183,67398398
12473960,14012754
13573225,78286472
12495116,119547328
13574491,15381977
14696993,13786062
14711760,87816533
13606919,316200
13607307,26475960
13622517,33139872
14716424,282364
14716499,91586609
13623929,2696775
13641844,53650144
14717074,21922223
14760988,1838818
13644229,5325813
14790057,32734364
13654492,53650144
14790343,11246556
13658425,3074414
14798986,92376697
13661449,13621927
13684864,12420261
13687977,17935405
14841017,89929099
13689184,4052132
13689263,17935405
13696391,6680836
13712209,57960995
13732104,54518454
13751731,9605780
14855437,2834838
13753865,15502197
13781518,80917114
13786651,54518454
13787761,17576448
13789894,28763024
13794197,25736673
13814892,7940078
13823956,71140572
13825056,2777054
14872179,5644416
13831631,3074414
13843060,55486846
13845855,11280258
13846894,80553994
13865648,150488044
13908739,3655509
14872823,81340762
13913909,71374903
13935333,54669634
13940437,37224930
13941977,14489132
14902010,88232958
13960559,48499062
13981404,7076008
14902204,55061165
14010358,14765995
14010379,7390401
14011625,17269911
14025287,76993344
14042945,63674214
14049107,36436545
14070994,2754788
14903598,78134139
14917821,14012754
14084566,50596206
14103694,9359786
14108275,4791197
14108770,75505193
14918819,75505193
14128202,7940078
14166071,39233972
14928686,81340762
14166842,85720083
14167055,43281593
14183117,3074414
14186845,24988433
14991780,60805143
14187192,18947211
14201915,86165300
15028921,23549241
14213134,84774732
15053620,11398060
14217071,3074414
14220168,72207110
14240147,24228450
14410216,3074414
14455104,89042696
14465929,70667886
15109066,74727763
14468790,89175627
14473862,1227807
14522498,88020855
15111676,5797957
14555211,25971312
14577606,90344123
15117022,91879440
15159094,86916137
14592693,6807326
14610580,40243315
14670084,32012113
14683894,78286472
16000099,162159097
15160598,14416668
15164797,17581212
16000287,1548003
16000373,1548003
16000566,1548003
16000623,1548003
16026758,41044
16027121,1806062
15178392,96339756
16027567,35161537
16033188,4286083
16054161,44186779
16057038,21525999
16069222,33244493
15221864,4244686
16133871,34128435
15281555,80750480
16177116,104193136
16180550,2777054
15288743,97324046
16232208,75107528
15298636,88569866
16256640,986445
15299294,97413943
16260044,25203301
15299300,44468800
15299411,44468800
16283445,54669634
16300855,18497963
16301175,18497963
16302080,106661821
16334559,10021172
15299612,2033580
16338772,43428773
15318650,89042696
16352541,107076441
16353693,30832
16389086,4508551
15337460,50246148
16407622,107500706
15359889,97413943
16412916,107551754
15362150,54669634
15365615,89042696
15381188,54518454
16415616,22745115
16426835,29995399
15407769,85152563
15407909,34002693
15408985,97413943
16477955,108156605
16480261,9974499
16502894,63674214
15424249,91766001
16516448,35161537
16516756,108576473
16519148,107500706
16521895,2172953
16546621,40122496
16579012,109269285
16602889,109483997
15438530,1318247
15456841,95570325
15464261,83564971
16617445,4375327
16619811,1632640
15482578,99402000
15537773,49819362
16620899,453540
15548833,28739796
16635898,80333752
15550339,99528063
16638438,7008342
15554062,100126629
16650261,41285599
15625389,23130430
16690527,22084837
16726705,110895565
15633363,52009006
15634259,100819815
16755038,98462282
15700294,10534771
16767131,108482930
15746020,799089
16807494,11297697
15774993,33771988
15792703,22903020
16807983,111772553
16815738,111860199
15816866,93010837
15817305,5523365
16873284,49728425
15820436,71872719
15832847,1838818
16895409,41381863
15832893,100235648
15858568,22816006
16900385,112624618
15859042,71500140
16928699,113093162
15885497,50608719
15901973,2911360
16943987,14239076
15917796,38021932
15927940,9840816
16962405,40706640
15929975,9740329
16997899,78286472
17000592,15454102
17011270,52724121
15955405,103598424
17027969,38194322
15967039,57785965
17030061,50586425
15975033,3805377
15984482,103858623
17031553,88059422
17348568,453540
17388273,9058822
17075365,943212
17423614,453540
17433936,65959768
17445861,27833938
17094436,58273695
17462390,6137030
17463195,53650144
17483323,17269911
17095283,57960995
17177425,115580577
17483515,48713885
17510283,1979300
17178460,115592523
17513274,3962006
17190446,8355603
17210191,115838490
17514702,118738966
17556476,6137030
17569817,658155
17569942,113731151
17221609,115961154
17573676,22816006
17575412,17834927
17228224,111066204
17585489,13068968
17228779,111066204
17303750,17257250
17589837,117593676
17345311,66517414
17608455,10087675
18409620,13379818
17610590,37265715
17611308,5468952
18414350,127598952
18430634,18342756
17635723,6703128
18450779,3074414
18451722,52272417
18477502,81881929
17658016,72574170
18478643,31747288
17716612,9349809
18485076,76581967
17732885,1571032
18491600,108053175
18491674,108053175
18491733,116124281
18492251,3074414
17736840,23709757
18504533,117993648
17746911,21973544
18507422,6746292
18508910,41118081
17767017,121279612
18522787,16958396
18527372,28420265
17777744,105081920
17787304,119259363
18529198,84891625
18630803,17162606
17790080,9390028
17790593,802398
18633109,105567017
17790632,39834464
17791049,802398
18635270,95016161
17814988,4874276
18636268,14062900
17829271,104193136
18637918,3557909
17865690,1420604
17878829,112624618
17882923,3074414
17889129,3074414
17889172,66909032
17926290,120264713
17937341,44096989
18638163,39075448
17962405,78134139
18672990,1838818
18673405,14062900
18673495,14062900
18690558,53552204
17979842,4874276
17990897,1504972
17992342,66909032
17992913,66909032
18728930,17269911
18737568,17269911
17993155,7244540
17994682,123656742
18777600,130677755
18037851,4037804
18794925,14062900
18808283,130936311
18058644,13103462
18809004,130945609
18823333,16063650
18097851,10491318
18828559,39755506
18119556,124853735
18849203,17269911
18858940,347674
18871432,23165254
18876264,23165254
18121270,2013576
18879484,32138006
18895355,131674050
18910157,29517730
18934440,34298557
18156698,54660
18943180,44468800
18945014,4037804
18949136,918867
18182005,16151000
18194024,46561545
18194445,3159130
18979238,2309350
18196871,2715434
18213259,49819362
18213923,29517730
18979781,31604886
18994983,29003959
18215078,26815448
18228390,6985440
18237332,1318247
18996968,3653501
18250300,126116834
18266409,47332984
19055403,133015453
18313275,126678159
19100455,4137246
18322559,13833
19115007,29664875
18325583,107834755
19123639,59490761
18329286,20045693
18331755,15502197
19176003,10534771
19180196,453540
19213509,116763780
19229958,20130582
18348358,5101107
18349381,3074414
19274366,15732960
18358544,8117628
19316928,135299109
18370014,1702858
19317112,1212520
19336206,6495905
18378381,127286309
19350610,3074414
19360673,135690660
19528362,135583295
19366629,52542927
19532499,5167419
19384198,140421
19543829,22121954
19386335,85076667
19556530,137414994
19386894,85076667
19414289,27066609
19566387,18973577
19419602,41947998
19575179,81206141
19589907,33776918
19437592,75924772
19438023,27322459
19438269,4244769
19591463,116740214
19592087,137414994
19501685,6171087
19594064,903177
19507808,12194562
19508222,44113701
19598979,55046216
20213679,7074357
19619980,28420265
20237728,2703575
19626395,52640557
20269058,4874276
20279587,65237421
19629725,160477510
19635987,135304150
20287404,108270305
19640055,138214686
19697895,336506
20325051,145005066
20327028,101285257
19699462,22027933
20328571,3725854
19721795,8677106
19738365,111066204
19738428,111066204
19739161,111066204
20330763,141688566
20367435,3074414
20379370,145335954
19743791,2003104
19766392,47595129
20425771,141688566
20425984,145720154
20426067,145720154
20427308,141688566
20445446,3074414
19768466,10704748
20455588,145720154
19770172,62797356
20460194,64476965
19770530,23904049
19771279,111066204
19785978,138924514
19785981,138924514
19785983,138924514
19785986,138924514
19785997,138924514
19786000,138924514
19786006,138924514
19786009,138924514
19786016,138924514
19786019,138924514
19786039,138924514
19786040,138924514
19786042,138924514
19786043,138924514
19786059,138924514
19786065,138924514
19786071,138924514
20487351,141688566
20497066,117677707
19831358,137379895
20501756,4957019
19843399,23094965
19844795,3286649
19846180,2080018
20520544,2013576
19846504,20180013
20524168,146531416
19849588,53466225
19855651,10235544
20544121,146699128
19891890,6992010
20586623,104055570
19893618,273140960
20601895,12938596
19894816,21290502
19914644,141058204
20604731,76257497
19963333,35246779
20606159,9621755
20635859,147540791
19966378,11383663
20012986,18688599
20641402,2488409
20025666,86157147
20647832,57465462
20651411,147540791
20663660,3074414
20029802,142248716
20666810,14107195
20033536,40881069
20667591,2033580
20034739,85076667
20677875,21657484
20038601,142337722
20692613,72507096
20696304,4335914
20050709,5819249
20071314,5819249
20697098,12367586
20729321,385021064
20090813,2470970
20759864,51517056
20095739,13701143
20763717,6199233
20096729,142928226
20119509,340192
20774329,144703346
20137424,56662173
20138116,13701143
20141183,31354928
20796522,2504722
20155839,143424133
20803201,6746292
20169621,11164643
20805317,149182566
20176915,57590612
20831049,126687649
20831082,149435895
20189433,751008
20834662,149256684
20881419,38412338
20192701,18250886
20883221,22588057
21213854,8636983
20889482,28474312
21214526,153268056
21219909,3600414
20920840,14557091
21220327,34478345
21252736,17269911
20942684,16913534
21267688,6483877
20948220,2013576
21298775,65430246
20970073,140647135
20978960,97217149
21322533,24702474
21326029,154379764
20983058,149757297
21357272,31280
21366399,385021064
20995122,66372443
21372033,26679238
21010058,3105372
21381109,111981295
21014515,3792761
21382950,154874517
21383834,8642533
21424409,1700743
21039284,101315084
21440119,2373575
21440418,54669634
21449791,1717589
21080282,43966654
21472412,132729805
21082007,5308727
21486512,10406036
21487408,147540791
21487420,54518454
21083795,151988464
21105396,1204290
21490266,16580950
21490495,54518454
21108046,113884226
21501822,8402666
21501950,31280
21515448,54518454
21114155,83196787
21540868,2476907
21121860,2645609
21548484,45329766
21594030,1838818
21595583,37151043
21148583,68052625
21596292,89025015
21598019,38118149
21629468,13701143
21155590,149435895
21629539,8733910
21170317,62648116
21643438,82858202
21175123,113311459
21644920,44095904
21647807,13701143
21188538,86391649
21651018,145165834
21199701,49209595
21667529,1991383
21680718,84563935
21203818,45043494
21699076,56784852
21702555,8916363
21205931,13110325
22224989,162400697
21707818,8711250
22240884,114858194
21717918,253059
21776889,111813201
22265012,162698280
21799017,57285609
21818300,7874632
21826395,41164311
22267394,72623544
21886733,73484597
21887859,73484597
21888492,73484597
21888838,73484597
21889312,73484597
21912608,68158352
21914270,74874305
21933426,7977439
21935634,824019
21944822,10981379
21944826,10981379
22292161,672972
21945749,9018606
21968079,2754788
22293005,162930610
22036022,86157147
22332853,362814236
22037772,160746432
22338467,107279528
22066237,26372793
22066563,114858194
22099090,39197760
22106598,3521745
22107747,80383662
22354353,385021064
22109476,153566584
22355702,8269568
22131341,12856022
22373686,138924514
22410639,22588057
22150781,161760659
22451351,164507760
22176028,32553756
22190403,1276597
22190735,802398
22453792,362814236
22493797,121688409
22195572,10161350
22494869,89000296
22205817,125247394
22224768,3584275
23593403,109483997
22499214,55994209
22512704,160949668
23667548,784322
23670997,28420265
23687940,4843543
23688200,245266
23698647,54812088
23699002,54812088
23699282,54812088
23699597,54812088
23699817,54812088
23700108,54812088
23700263,54812088
22526979,79720246
23700774,54812088
23702661,54812088
23702901,54812088
23703054,54812088
23703583,54812088
23704668,54812088
23704752,54812088
23704832,54812088
23705000,54812088
23705097,54812088
23705305,54812088
22529947,36008609
23713323,32456479
22613740,19409902
23770520,109742467
23781996,14039232
22627982,66529538
23787402,42532112
22630322,51002035
23877351,80780128
22639064,28166766
23878580,65238919
23883355,154093134
22654864,81130557
23943343,8186843
22656833,32377507
22670142,19403115
23996840,13167330
23997376,180568114
24015983,86157147
24022914,19798992
24037284,180921019
22715967,167581406
24061575,3074414
22730391,57758273
22732149,65158746
22734110,145825193
22734146,36531198
22734794,65158746
22736809,65158746
24065252,27373768
22786533,6555745
24081619,145720154
24084594,181352202
24123401,181718441
22798503,819315
24136954,2445799
22799378,73484597
22799854,73484597
22800261,73484597
22808109,18220871
24140987,4899074
22816524,115520953
24151151,1463321
22904624,3584275
24163874,49518342
24166691,68473905
24201272,182430196
24210756,1183674
24245145,17935405
24254138,71978718
22940882,169906511
24263787,50736702
24286056,29342973
22956885,824019
22983501,170418406
24357607,123468144
24359905,3074414
24369225,183904081
23001080,51002035
24393004,30832
23018202,13634020
24395100,184130624
23060625,171175671
23075059,86157147
24410427,69592020
23104353,171644120
24433183,31929629
23127965,32058742
24443627,36829073
23131508,114862900
24446185,19764040
23131522,4924129
23233095,107456887
24473699,22763255
24561301,6992010
23237667,36631556
24576042,7060991
23251165,25443995
23256472,173100599
24580635,3265476
23273138,54812088
24607657,16306173
23274254,8571236
24636874,36594699
23275901,139928025
24653260,121688409
24673935,12556594
23293234,38931617
24675839,2777549
23329400,253059
23355289,6918024
24695469,3561228
23380543,173881474
24709053,170418406
23413590,174595902
24728697,32301036
24734607,7060991
24752447,6358879
23414672,1529273
24755524,31671769
24761186,23165254
24772746,18250886
23415552,174595902
24809443,20130582
23435452,9271026
24848205,142248716
23451023,25061321
24865391,5741615
23469069,78372476
24879614,16958396
23472055,2207157
24888909,188164325
23484388,5042380
24893567,6502788
23486764,175358193
24894772,36728465
24921116,30365082
24922414,673091
23523959,3074414
23527657,31306292
24959196,188692979
23541178,175870728
25053046,1792450
23543030,639972
25055857,75802638
23548888,207773925
25083383,95781196
26074454,86157147
26078987,23940524
25087100,189649805
25110702,22816006
25113399,56784852
26134331,5038407
26135947,31551468
25115867,183255783
26138712,42532112
26139729,25273190
26143461,10797296
25170755,49083043
25188308,3074414
26207740,1729690
25204844,18214279
26230157,197120628
25213896,145039691
25224607,22588057
25230615,22588057
26232189,197088162
25231650,179604920
26258898,122537749
25261563,168817864
26279366,114686154
25265293,190880343
26292065,27958289
25296669,29816532
26303627,82970579
25316979,31873481
26310453,24429939
25328220,66108199
26334328,115592523
26362891,75007954
25338089,7261877
25356262,9129248
26364712,2929539
25371191,2380805
26382097,1979300
26425189,158911379
25372987,158097051
26425599,198699423
25381145,3166566
26448115,25181582
25394602,42151996
26448460,25181582
26448906,1259552
26453784,198922750
25427908,5269812
25444751,86157147
25458599,54812088
26466765,33360
26471553,16708587
25479165,4963359
26472719,188406168
25490529,192384957
26496748,29591906
25510353,192506392
25512975,54812088
25513020,54812088
26526206,4730169
25521162,10686097
25522021,5325813
26562018,2517873
25522201,83669366
26566116,199763113
25522851,75191775
26599527,198522296
25538577,192693420
26607432,87499342
25551802,86893100
25567558,17226758
26667492,4874276
25576528,83669366
26718147,44101586
25582819,54812088
25583974,54812088
26721802,99393157
25585275,16870907
26722322,3074414
25618985,41190810
26737843,112624618
25664899,4874276
26747050,2617674
25725786,9605860
26756649,16255476
25736941,138885843
26783185,138924514
26788913,1543665
25754867,176236589
26790896,3074414
26804995,200181630
25781184,71745609
26841349,85076667
25783922,99537385
26845976,9041726
25809603,28420265
25816497,4942505
26848107,128131802
25833193,83669366
25870982,4730169
26874520,180545052
25885124,83142626
26888506,42532894
26894254,38118149
25894869,43811
26922783,1929340
25896487,194607395
25896751,170418406
26958405,42726845
25908175,4730169
26961134,190175335
25918552,185280607
26963720,101271848
25943915,35019430
26995748,453540
26996748,107034992
25946713,30304047
25947717,25273190
27020058,192506392
27021510,203303514
25953013,17060550
25966547,5486995
27023519,203271786
25982024,11559230
27091529,54812088
27106446,111772553
26014732,35469421
27107417,111772553
27111854,541036
26058456,6358879
27144007,10737624
26065165,17013860
27368377,25851366
27162280,123526690
27369320,4730169
27431875,751008
27434633,4730169
27208473,190880343
27448176,4193
27221728,205002407
27233427,205081928
27464173,20041587
27470230,63739097
27253521,40398665
27270094,3074414
27291968,11464597
27483264,207122936
27485425,203785194
27292154,11464597
27314115,27375109
27328475,12364405
27489843,100939883
27331743,21376171
27492845,38110467
27334813,197363501
27496043,82858202
27342729,206056391
27509933,65048930
27547511,51371268
27368322,2881621
27553758,183354712
28781499,89681
27602783,183354712
28784434,109169927
27607985,17250269
27608157,4730169
28786706,13264825
27633718,83331742
28787210,49112899
27636397,28766088
28800469,217216000
27659518,208594257
28805689,7260100
27678040,208910211
27680010,111066204
27680098,111066204
28841487,13264825
28932291,218083172
27682114,200477568
27683974,15944284
28956135,35964620
27697218,33360
28965495,218332673
27704338,115755479
27705446,188164325
29032817,79354480
27706992,86893100
29074613,190507384
27752865,11464597
27807081,23165254
27820717,13701143
29102430,36531198
29130515,136416705
27849459,53552204
27875010,13701143
27894530,13701143
27895001,13701143
27895209,13701143
29139416,138924514
29182677,61874761
27896764,210731176
27900515,180543579
29221322,36960707
29221597,1838818
29251722,86157147
27908343,5293864
29261279,220459099
27909830,61586257
29280801,1838818
29284906,21175146
27928737,19510043
27929606,210794424
29287942,209532998
29314161,31720881
27960420,38382317
